Project Name,Package Name,Package Depth,Line Length,Pachage Files
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/location/resolver/parent,18,170,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/handler/system/location/resolver/parent/getter,19,177,6
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/populator,14,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/populator/custom,15,147,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/populator/custom/freeform,16,156,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/populator/custom/template,16,156,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/repeatability,14,144,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/repeatability/runtime,15,152,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/interaction/repeatability/runtime/annotation,16,163,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper,13,125,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause,14,132,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause/to,15,135,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause/to/note,16,140,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause/to/note/creator,17,148,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause/to/note/mapper,17,147,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/clause/to/note/serialiser,17,151,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note,14,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to,15,133,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause,16,140,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause/creator,17,148,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause/location,17,149,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause/mapper,17,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause/mapper/custom,18,154,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/clauses/mapper/note/to/clause/parser,17,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/common,12,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/common/drex,13,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/common/drex/location,14,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/common/drex/location/question,15,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/common/drex/location/question/parser,16,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/disclosures/attacher,13,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/disclosures/attacher/drex,14,136,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/disclosures/attacher/drex/to,15,139,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/disclosures/attacher/drex/to/policy,16,146,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/errors,12,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/errors/renderer,13,126,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/errors/renderer/content,14,134,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/drex,14,142,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/drex/to,15,145,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/drex/to/policy,16,152,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/policy,14,144,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/policy/to,15,147,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/interestedparties/attacher/policy/to/drex,16,152,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals,12,120,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/attacher,13,129,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/attacher/drex,14,134,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/attacher/drex/to,15,137,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/attacher/drex/to/policy,16,144,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/attacher/drex/to/policy/resolver,17,153,6
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction,13,132,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler,14,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/common/context,16,155,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow,15,145,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/action,16,152,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser,16,158,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common,17,165,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common/changes,18,173,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common/changes/creator,19,181,5
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common/changes/creator/location,20,190,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common/changes/descriptor,19,184,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/common/changes/remover,19,181,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/global,17,165,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/global/codes,18,171,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/global/location,18,174,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/nondrex,17,166,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/nondrex/clause,18,173,8
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/nondrex/disclosure,18,177,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/nondrex/premiumsummary,18,181,9
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/question,17,167,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/question/codes,18,173,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/flow/synchroniser/question/location,18,176,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/consolidator,16,158,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id,16,148,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl,17,152,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator,18,162,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator/location,19,171,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator/location/global,20,178,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator/location/nondrex,20,179,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator/location/premiumsummary,20,186,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/id/dsl/generator/location/question,20,180,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/state,16,151,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/post/state/updater,17,159,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre,15,144,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/attacher,16,153,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/attacher/global,17,160,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/attacher/nondrex,17,161,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/attacher/premiumsummary,17,168,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/attacher/question,17,162,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/loader,16,151,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/loader/initialiser,17,163,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/interaction/handler/pre/loader/initialiser/identifier,18,174,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/locator,13,128,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/locator/availability/common/group,16,154,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/locator/availability/common/item,16,153,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/locator/availability/common/question,16,157,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/locator/availability/common/workflow,16,157,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/persister,13,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer,13,129,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer/content,14,137,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer/content/location,15,146,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer/content/location/common,16,153,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer/content/location/common/message,17,161,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/interaction/toppanel/referrals/renderer/content/location/common/message/processor,18,171,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui,10,96,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee,11,100,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation,12,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction,13,122,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request,14,130,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator,15,140,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/acceptflag,16,151,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/assembler,16,150,9
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/assembler/operation,17,160,21
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/batchdetails,16,153,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/header,16,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/history,16,148,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/input,16,146,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy,16,147,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/common,17,154,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/common/field,18,160,5
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/common/path,18,159,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/create,17,154,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/create/quote,18,160,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/cxuser,17,154,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit,17,152,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/amendment,18,162,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/cancellation,18,165,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/conversion,18,163,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/endorsement,18,164,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/reinstatement,18,166,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/renewal,18,160,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/renewal/close,19,166,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/edit/renewal/review,19,167,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/factory,17,155,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/populator,17,157,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/populator/structure,18,167,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/populator/structure/location,19,176,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/populator/structure/premiumclass,19,180,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/populator/structure/risk,19,172,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure,17,157,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common,18,164,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/additionalnames,19,180,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/clausecode,19,175,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/client,19,171,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/coveroption,19,176,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/interestedparties,19,182,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/location,19,173,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/type,19,169,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/common/variablequestion,19,181,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/commonlocation,18,172,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/instalments,18,169,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/location,18,166,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/location/risk,19,171,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/location/risk/premiumclass,20,184,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/location/risk/premiumclass/item,21,189,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/payments,18,166,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/policy/structure/policy,18,164,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/operation/transaction/request/generator/position,16,149,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/cee/program,12,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/correspondence,11,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/correspondence/noninteractive,12,126,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/interaction,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy,11,103,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy/builder/persisted,13,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy/builder/persisted/structure,14,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy/builder/persisted/structure/statechange/operation,16,153,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy/consolidation,12,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/policy/state,12,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium,11,104,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input,13,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom,15,132,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from,16,137,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from/factorholder,17,150,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from/policy,17,144,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from/policy/extractor,18,154,10
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from/policy/extractor/risk,19,159,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/factors/custom/from/policy/extractor/risk/state,20,165,4
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/input/product,14,125,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/output,13,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/output/to,14,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/output/to/policy/indexresolver,16,142,7
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/rating/output/to/policy/indexresolver/machinery,17,152,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/premium/ratingmethod,12,117,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/nongui/transaction,11,108,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/main/statements,10,100,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper,9,91,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/attachmenttimestamp,10,111,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/attachmenttimestamp/drex,11,116,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/attachmenttimestamp/drex/to,12,119,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/attachmenttimestamp/policy,11,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/attachmenttimestamp/policy/to,12,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/common,10,98,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/common/drex,11,103,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier,10,104,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher,11,113,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex,12,118,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to,13,121,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/injector/mapping,16,145,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/injector/mapping/direct,17,152,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/injector/mapping/indirect,17,154,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure,15,138,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure/group,16,144,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure/item,16,143,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure/question,16,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure/workflow,16,147,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/drex/to/policy/structure/workflowmap,16,150,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/policy,12,120,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/policy/to,13,123,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/policy/to/drex/mapping,15,136,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/policy/to/drex/mapping/direct,16,143,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/attacher/policy/to/drex/mapping/indirect,16,145,3
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/drex,11,109,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/cxidentifier/drex/generator/structure,13,129,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy,10,102,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex,11,107,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to,12,110,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/overriding,14,128,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/payment,14,125,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator,14,131,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination,16,156,0
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/multiple,17,165,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single,17,163,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/answerer,18,172,2
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/answerer/group,19,178,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/answerer/item,19,177,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/answerer/question,19,181,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/answerer/workflow,19,181,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/chain,18,169,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/chain/answerer,19,178,10
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/chain/answerer/common,20,185,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/chain/answerer/creator,20,186,1
,au/com/cgu/cudosui/sample/clean/service/ui/flow/mapper/drexpolicy/drex/to/policy/policycreator/answerbinder/destination/single/chain/answerer/custom,20,185,2
