Call Tree,Time (ms),Own Time (ms),Level
BatchFieldStateProcessor.java:126 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.preprocessors.fields.BatchFieldStateProcessor.forceInitialise(OfferingSelectorItem),15,0,31
BatchFieldStateProcessor.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.preprocessors.fields.multi.AbstractMultiChoiceStateProcessor.forceInitialise(OfferingSelectorItem:TransactionType),15,0,32
AbstractMultiChoiceStateProcessor.java:63 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.preprocessors.fields.multi.SchemeStateProcessor.refresh(OfferingSelectorItem:TransactionType),15,0,33
SchemeStateProcessor.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.populators.OfferingSelectorAttributesOptionsPopulator.populateScheme(OfferingSelectorItem),15,0,34
OfferingSelectorAttributesOptionsPopulator.java:52 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.creators.OfferingSelectorAttributesDataHolderCreator.create(OfferingSelectorItem),15,0,35
OfferingSelectorAttributesDataHolderCreator.java:47 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.creators.OfferingSelectorAttributesDataHolderCreator.populateWithAllSelectedValues(ProductOfferingAttributesDataHolder:OfferingSelectorItem),15,0,36
OfferingSelectorAttributesDataHolderCreator.java:70 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.creators.OfferingSelectorAttributesDataHolderCreator.populateStartDate(ProductOfferingAttributesDataHolder:OfferingSelectorItem),15,0,37
OfferingSelectorAttributesDataHolderCreator.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.offering.selector.OfferingSelectorDateTransformer.parse(String),15,0,38
OfferingSelectorDateTransformer.java:21 au.com.cgu.dates.service.parser.CxDateParser.parseWithAutodetect(String),15,0,39
CxDateParser.java:31 au.com.cgu.dates.common.CxDateFormatterFactory.autodetectFormatter(String),15,15,40
CxDateFormatterFactory.java:36,15,15,41
CustomItemPreLaunchingInitialiser.java:38 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreLaunchingProcessor.process(WorkflowMap:String:FlowPhase),62,0,27
PremiumSummaryPreLaunchingProcessor.java:65 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreLaunchingProcessor.processForPremiumSummarys(WorkflowMap:String),62,0,28
PremiumSummaryPreLaunchingProcessor.java:73 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreLaunchingProcessor.processForPremiumSummary(WorkflowMap:PremiumSummary),62,0,29
PremiumSummaryPreLaunchingProcessor.java:78 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreLaunchingProcessor.updateWorkflowMapAndPolicy(WorkflowMap),62,0,30
PremiumSummaryPreLaunchingProcessor.java:91 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreLaunchingProcessor.prepareChangeTrackerPolicy(WorkflowMap),62,0,31
PremiumSummaryPreLaunchingProcessor.java:125 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.mapAndConsolidateAllAndUpdateWfmContext(WorkflowMap),62,0,32
WorkflowMapToPolicyConsolidator.java:42 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.createDestinationPolicyMapEverything(WorkflowMap),62,0,33
WorkflowMapToPolicyConsolidator.java:47 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap),62,0,34
WorkflowMapToPolicyMapper.java:61 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),62,0,35
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),62,0,36
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure1.run(Object[]),62,0,37
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody0(WorkflowMapToPolicyMapper:WorkflowMap:JoinPoint),62,0,38
WorkflowMapToPolicyMapper.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap:MapToPolicyDescriptor),62,0,39
WorkflowMapToPolicyMapper.java:74 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),62,0,40
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),62,0,41
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure3.run(Object[]),62,0,42
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody2(WorkflowMapToPolicyMapper:WorkflowMap:MapToPolicyDescriptor:JoinPoint),62,0,43
WorkflowMapToPolicyMapper.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.mapCoversSubcovers(WorkflowMapAndPolicy:MapToPolicyDescriptor),31,0,44
WorkflowMapToPolicyMapper.java:156 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.covers.CoverSubCoverMapper.map(Policy),31,0,45
CoverSubCoverMapper.java:27 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),31,0,46
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),31,31,47
WorkflowMapToPolicyMapper.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.bindSingleDestinationAnswers(WorkflowMapAndPolicy),15,0,44
WorkflowMapToPolicyMapper.java:116 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.SingleDestinationAnswerBinder.bind(WorkflowMapAndPolicy),15,0,45
SingleDestinationAnswerBinder.java:27 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.WorkflowMapBinder.bind(WorkflowMapAndPolicy),15,0,46
WorkflowMapBinder.java:23 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.workflow.WorkflowBinder.bind(Workflow:Policy),15,0,47
WorkflowBinder.java:21 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.group.GroupBinder.bind(ItemGroup:Policy),15,0,48
GroupBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.item.ItemBinder.bind(AbstractWorkflowItem:Policy),15,0,49
ItemBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindIfNecessary(AbstractQuestion:Policy),15,0,50
QuestionBinder.java:39 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWithOptimisation(AbstractQuestion:Policy),15,0,51
QuestionBinder.java:50 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWhenEvaluatingChainsCached(AbstractQuestion:Policy),15,0,52
QuestionBinder.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bind(AbstractQuestion:Policy:List),15,0,53
QuestionBinder.java:77 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.chain.ChainBinder.bind(SingleDestinationOperation),15,0,54
ChainBinder.java:29 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.chain.answerer.DateBinder.bind(SingleDestinationOperation),15,0,55
DateBinder.java:30 au.com.cgu.dates.service.converter.CxDateStringConverter.convertWithAutodetect(String:DateFormat),15,0,56
CxDateStringConverter.java:28 au.com.cgu.dates.service.parser.CxDateParser.parseWithAutodetect(String),15,0,57
CxDateParser.java:31 au.com.cgu.dates.common.CxDateFormatterFactory.autodetectFormatter(String),15,15,58
CxDateFormatterFactory.java:36,15,15,59
WorkflowMapToPolicyMapper.java:91 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.populatePolicyRiskDescriptors(Policy:MapToPolicyDescriptor),15,0,44
WorkflowMapToPolicyMapper.java:169 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.PolicyRiskDescriptorPopulator.populate(Policy),15,0,45
PolicyRiskDescriptorPopulator.java:25 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),15,0,46
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,15,47
CustomItemPreLaunchingInitialiser.java:38 au.com.cgu.cudosui.sample.clean.service.address.prelaunching.AddressItem2PreLaunchingAfterAnswersProcessor.process(WorkflowMap:String:FlowPhase),31,0,27
AddressItem2PreLaunchingAfterAnswersProcessor.java:49 au.com.cgu.cudosui.sample.clean.service.address.prelaunching.AddressItem2PreLaunchingAfterAnswersProcessor.retriggerStateChangeQuestionForAddressItem(AddressItem2),31,0,28
AddressItem2PreLaunchingAfterAnswersProcessor.java:58 au.com.cgu.cudosui.sample.clean.service.anzsic.AnzsicDependantReferralRulesInvoker.invoke(AbstractCustomWorkflowItem:String),31,0,29
AnzsicDependantReferralRulesInvoker.java:65 au.com.cgu.cudosui.sample.clean.service.anzsic.AnzsicDependantReferralRulesInvoker.getQuestionsWithLocators(WorkflowMap:LocatorPredicate),31,0,30
AnzsicDependantReferralRulesInvoker.java:91 au.com.cgu.drex.service.flow.inspector.filter.QuestionFilter.filter(List:LocatorPredicate:LocatorOperation),31,0,31
QuestionFilter.java:42 au.com.cgu.drex.service.flow.inspector.filter.QuestionFilter.filterWhenOptimised(List:LocatorPredicate:LocatorOperation),31,0,32
QuestionFilter.java:55 au.com.cgu.drex.service.flow.inspector.filter.QuestionFilter.filterResultsAndCache(List:LocatorPredicate:LocatorOperation),31,0,33
QuestionFilter.java:83 au.com.cgu.cudosui.sample.clean.model.ui.flow.data.getter.structure.predicate.structure.WorkflowMapLevelQuestionPredicate.evaluate(Object),31,0,34
WorkflowMapLevelQuestionPredicate.java:20 au.com.cgu.cudosui.sample.clean.model.ui.flow.data.getter.structure.predicate.answeringprocessor.anzsic.AnzsicBasedReferralRulePredicate.evaluate(Object),31,0,35
AnzsicBasedReferralRulePredicate.java:21 au.com.cgu.cudosui.sample.clean.model.ui.flow.data.getter.structure.predicate.answeringprocessor.anzsic.AnzsicBasedReferralRulePredicate.matchingReferralRule(ReferralRule),31,31,36
AnzsicBasedReferralRulePredicate.java:31,31,31,37
CustomItemPreLaunchingInitialiser.java:38 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.statebreakdown.prelaunching.StateBreakdownItemPreLaunchingProcessor.process(WorkflowMap:String:FlowPhase),15,0,27
StateBreakdownItemPreLaunchingProcessor.java:31 au.com.cgu.drex.service.flow.rule.prelaunching.defaultanswerer.ItemDefaultAnswerer.run(AbstractWorkflowItem),15,0,28
ItemDefaultAnswerer.java:17 au.com.cgu.drex.service.flow.rule.prelaunching.defaultanswerer.QuestionDefaultAnswerer.answerIfNecessary(AbstractQuestion),15,0,29
QuestionDefaultAnswerer.java:23 au.com.cgu.drex.service.flow.rule.prelaunching.defaultanswerer.QuestionDefaultAnswerer.mustSetDefaultAnswer(DefaultAnswerRule),15,0,30
QuestionDefaultAnswerer.java:43 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluates(ExpressionLanguageAware:AnswerExpression),15,0,31
ExpressionEvaluator.java:56 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateExpression(ExpressionLanguageAware:AnswerExpression),15,0,32
ExpressionEvaluator.java:150 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateNonSimpleSugarExpression(ExpressionLanguageAware:AnswerExpression),15,0,33
ExpressionEvaluator.java:172 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.processOperator(Stack:ExpressionToken),15,0,34
ExpressionEvaluator.java:210 au.com.cgu.drex.model.workflow.question.expression.operator.relational.RelationalOperatorProcessor.process(Stack:Operator),15,0,35
RelationalOperatorProcessor.java:22 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperation(OperandHolder),15,0,36
AbstractRelationalOperator.java:56 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperationWithSingleValueOperandsWithNullChecks(RelationalOperandHolder),15,0,37
AbstractRelationalOperator.java:111 au.com.cgu.drex.model.workflow.question.expression.operator.relational.OperatorNotEquals.doOperationWithSingleValueOperands(String:String:DateParser),15,0,38
OperatorNotEquals.java:30 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.compareNumbers(String:String),15,0,39
AbstractRelationalOperator.java:155 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.canCompareNumbersInternalOptimised(String:String),15,15,40
AbstractRelationalOperator.java:188,15,15,41
WorkflowMapFlowInitialiser.java:35 au.com.cgu.drex.service.flow.init.question.prelaunching.MapPrelaunchingQuestionInitialiser.initialise(WorkflowMap),73,0,25
MapPrelaunchingQuestionInitialiser.java:16 au.com.cgu.drex.service.flow.init.question.prelaunching.WorkflowPrelaunchingQuestionInitialiser.initialise(AbstractWorkflow),73,0,26
WorkflowPrelaunchingQuestionInitialiser.java:16 au.com.cgu.drex.service.flow.init.question.prelaunching.WorkflowPrelaunchingQuestionInitialiser.initialiseForWorkflow(AbstractWorkflow),73,0,27
WorkflowPrelaunchingQuestionInitialiser.java:22 au.com.cgu.drex.service.flow.init.question.prelaunching.GroupPrelaunchingQuestionInitialiser.initialise(ItemGroup),73,0,28
GroupPrelaunchingQuestionInitialiser.java:16 au.com.cgu.drex.service.flow.init.question.prelaunching.GroupPrelaunchingQuestionInitialiser.initialiseForGroup(ItemGroup),73,0,29
GroupPrelaunchingQuestionInitialiser.java:22 au.com.cgu.drex.service.flow.init.question.prelaunching.ItemPrelaunchingQuestionInitialiser.initialise(AbstractWorkflowItem),73,0,30
ItemPrelaunchingQuestionInitialiser.java:15 au.com.cgu.drex.service.flow.init.question.prelaunching.ItemPrelaunchingQuestionInitialiser.initialiseForItem(AbstractWorkflowItem),73,0,31
ItemPrelaunchingQuestionInitialiser.java:21 au.com.cgu.drex.service.flow.init.question.prelaunching.QuestionPrelaunchingQuestionInitialiser.initialise(AbstractQuestion),73,0,32
QuestionPrelaunchingQuestionInitialiser.java:16 au.com.cgu.drex.service.flow.init.question.prelaunching.QuestionPrelaunchingQuestionInitialiser.invokeOnQuestion(AbstractQuestion),73,0,33
QuestionPrelaunchingQuestionInitialiser.java:22 au.com.cgu.drex.service.flow.structure.question.preprocessor.prelaunching.QuestionPrelaunchingProcessorInvoker.invoke(AbstractQuestion),73,0,34
QuestionPrelaunchingProcessorInvoker.java:26 au.com.cgu.cudosui.sample.clean.service.ui.flow.phase.prelaunching.processor.fetchdb.FetchFromDbPrelaunchingProcessor.process(AbstractQuestion:QuestionProcessorDescriptor),54,0,35
FetchFromDbPrelaunchingProcessor.java:34 au.com.cgu.cudosui.sample.clean.service.ui.flow.phase.prelaunching.processor.fetchdb.FetchFromDbService.getAllOptions(String:String),54,0,36
FetchFromDbService.java:22 au.com.cgu.cudosui.sample.clean.integration.ui.flow.phase.prelaunching.processor.FetchFromDbDao.getAll(String),54,0,37
FetchFromDbDao.java:22 org.springframework.jdbc.core.JdbcTemplate.query(String:RowMapper),54,54,38
QuestionPrelaunchingProcessorInvoker.java:26 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.prelaunching.DefaultIntermediaryFeePrelaunchingProcessor.process(AbstractQuestion:QuestionProcessorDescriptor),19,0,35
DefaultIntermediaryFeePrelaunchingProcessor.java:33 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.DefaultIntermediaryFeeRetriever.retrieve(Policy),19,0,36
DefaultIntermediaryFeeRetriever.java:34 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.cee.program.pricingdetails.DefaultIntermediaryFeeRetriever.retrieveSupportTableDetails(SupportTableRequest),19,0,37
DefaultIntermediaryFeeRetriever.java:43 au.com.cgu.cudosui.sample.clean.integration.ui.flow.main.nongui.common.SupportTableRetriever.retrieve(SupportTableRequest),19,0,38
SupportTableRetriever.java:31 com.sun.proxy.$Proxy202.getAUSupportTable(String:String:String:String),19,19,39
WorkflowMapFlowInitialiser.java:41 au.com.cgu.drex.service.flow.rule.prelaunching.showhide.PreLaunchingShowHideRunner.run(WorkflowMap),31,0,25
PreLaunchingShowHideRunner.java:22 au.com.cgu.drex.service.flow.rule.prelaunching.showhide.PreLaunchingShowHideRunner.runOptimised(WorkflowMap),31,0,26
PreLaunchingShowHideRunner.java:29 au.com.cgu.drex.service.flow.rule.prelaunching.showhide.PreLaunchingShowHideRunnerOptimisedNew.run(WorkflowMap),31,0,27
PreLaunchingShowHideRunnerOptimisedNew.java:22 au.com.cgu.drex.service.flow.visibility.rule.runner.ShowHideRuleStateUpdaterOptimisedNew.removeTriggersForNonEvaluatedRulesWithoutCheckingForState(List),31,0,28
ShowHideRuleStateUpdaterOptimisedNew.java:69 au.com.cgu.drex.model.workflow.question.showhide.ShowHideRule.evaluates(),31,0,29
ShowHideRule.java:239 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluates(ExpressionLanguageAware:AnswerExpression),31,0,30
ExpressionEvaluator.java:56 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateExpression(ExpressionLanguageAware:AnswerExpression),31,0,31
ExpressionEvaluator.java:150 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateNonSimpleSugarExpression(ExpressionLanguageAware:AnswerExpression),31,0,32
ExpressionEvaluator.java:172 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.processOperator(Stack:ExpressionToken),31,0,33
ExpressionEvaluator.java:210 au.com.cgu.drex.model.workflow.question.expression.operator.relational.RelationalOperatorProcessor.process(Stack:Operator),31,0,34
RelationalOperatorProcessor.java:22 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperation(OperandHolder),31,0,35
AbstractRelationalOperator.java:56 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperationWithSingleValueOperandsWithNullChecks(RelationalOperandHolder),31,0,36
AbstractRelationalOperator.java:111 au.com.cgu.drex.model.workflow.question.expression.operator.relational.OperatorEquals.doOperationWithSingleValueOperands(String:String:DateParser),31,0,37
OperatorEquals.java:30 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.compareNumbers(String:String),31,0,38
AbstractRelationalOperator.java:155 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.canCompareNumbersInternalOptimised(String:String),31,0,39
AbstractRelationalOperator.java:186 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.convertToBigDecimalIfNotCommon(String),31,0,40
AbstractRelationalOperator.java:197 java.math.BigDecimal.<init>(String),31,31,41
WorkflowMapFlowInitialiser.java:34 au.com.cgu.drex.service.flow.rule.availability.WorkflowMapAvailabilityRuleRunner.run(WorkflowMap),15,0,25
WorkflowMapAvailabilityRuleRunner.java:14 au.com.cgu.drex.model.workflow.workflowmap.availability.WorkflowMapAvailabilityRule.evaluates(),15,0,26
WorkflowMapAvailabilityRule.java:40 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluates(ExpressionLanguageAware:AnswerExpression),15,0,27
ExpressionEvaluator.java:56 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateExpression(ExpressionLanguageAware:AnswerExpression),15,0,28
ExpressionEvaluator.java:150 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateNonSimpleSugarExpression(ExpressionLanguageAware:AnswerExpression),15,0,29
ExpressionEvaluator.java:172 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.processOperator(Stack:ExpressionToken),15,0,30
ExpressionEvaluator.java:210 au.com.cgu.drex.model.workflow.question.expression.operator.relational.RelationalOperatorProcessor.process(Stack:Operator),15,0,31
RelationalOperatorProcessor.java:22 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperation(OperandHolder),15,0,32
AbstractRelationalOperator.java:56 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperationWithSingleValueOperandsWithNullChecks(RelationalOperandHolder),15,0,33
AbstractRelationalOperator.java:111 au.com.cgu.drex.model.workflow.question.expression.operator.relational.OperatorEquals.doOperationWithSingleValueOperands(String:String:DateParser),15,0,34
OperatorEquals.java:33 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.canCompareDates(String:String:DateParser),15,0,35
AbstractRelationalOperator.java:211 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.canCompareDatesInternal(String:String:DateParser),15,0,36
AbstractRelationalOperator.java:221 au.com.cgu.drex.model.workflow.expression.function.simple.date.parser.DateParser.parse(String),15,0,37
DateParser.java:17 org.joda.time.format.DateTimeFormatter.parseDateTime(String),15,15,38
WorkflowMapFlowInitialiser.java:37 au.com.cgu.drex.service.flow.rule.prelaunching.nullifier.WorkflowMapAnswerNullifier.nullify(WorkflowMap),15,0,25
WorkflowMapAnswerNullifier.java:17 au.com.cgu.drex.service.flow.rule.prelaunching.nullifier.WorkflowAnswerNullifier.nullify(Workflow),15,0,26
WorkflowAnswerNullifier.java:17 au.com.cgu.drex.service.flow.rule.prelaunching.nullifier.GroupAnswerNullifier.nullify(ItemGroup),15,0,27
GroupAnswerNullifier.java:16 au.com.cgu.drex.service.flow.rule.prelaunching.nullifier.ItemAnswerNullifier.nullify(AbstractWorkflowItem),15,0,28
ItemAnswerNullifier.java:16 au.com.cgu.drex.service.flow.rule.prelaunching.nullifier.QuestionAnswerNullifier.nullifyIfAtLeastOneRuleEvaluates(AbstractQuestion),15,0,29
QuestionAnswerNullifier.java:15 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluates(ExpressionLanguageAware:AnswerExpression),15,0,30
ExpressionEvaluator.java:56 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateExpression(ExpressionLanguageAware:AnswerExpression),15,0,31
ExpressionEvaluator.java:150 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.evaluateNonSimpleSugarExpression(ExpressionLanguageAware:AnswerExpression),15,0,32
ExpressionEvaluator.java:172 au.com.cgu.drex.model.workflow.question.expression.ExpressionEvaluator.processOperator(Stack:ExpressionToken),15,0,33
ExpressionEvaluator.java:210 au.com.cgu.drex.model.workflow.question.expression.operator.relational.RelationalOperatorProcessor.process(Stack:Operator),15,0,34
RelationalOperatorProcessor.java:22 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperation(OperandHolder),15,0,35
AbstractRelationalOperator.java:56 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.doOperationWithSingleValueOperandsWithNullChecks(RelationalOperandHolder),15,0,36
AbstractRelationalOperator.java:111 au.com.cgu.drex.model.workflow.question.expression.operator.relational.OperatorEquals.doOperationWithSingleValueOperands(String:String:DateParser),15,0,37
OperatorEquals.java:30 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.compareNumbers(String:String),15,0,38
AbstractRelationalOperator.java:155 au.com.cgu.drex.model.workflow.question.expression.operator.relational.AbstractRelationalOperator.canCompareNumbersInternalOptimised(String:String),15,15,39
AbstractRelationalOperator.java:188,15,15,40
NativeMethodAccessorImpl.java (native) au.com.cgu.cudosui.sample.clean.web.ui.flow.main.customitem.productbuilder.policy.PolicyProductBuilderController.addPolicyRisk(ItemGroup:String:Integer:HttpServletRequest:BindingResult),611,0,21
PolicyProductBuilderController.java:223 au.com.cgu.cudosui.sample.clean.web.ui.flow.main.customitem.productbuilder.policy.PolicyProductBuilderRiskHandler.add(PolicyProductBuilderItem:RiskWrapper),580,0,22
PolicyProductBuilderRiskHandler.java:32 au.com.cgu.cudosui.sample.clean.web.ui.flow.main.customitem.productbuilder.RiskTakenStateProcessor.setStateIfVisible(RiskWrapper:boolean),549,0,23
RiskTakenStateProcessor.java:30 au.com.cgu.drex.service.flow.lifecycle.AnsweringAwareChangeProcessor.process(AbstractQuestion),549,0,24
AnsweringAwareChangeProcessor.java:21 au.com.cgu.drex.service.flow.lifecycle.QuestionStateChangeProcessor.onChangeState(AbstractQuestion),549,0,25
QuestionStateChangeProcessor.java:23 au.com.cgu.drex.service.flow.visibility.rule.runner.ShowHideRuleRunner.runShowHideOnAnsweringQuestion(AbstractQuestion),549,0,26
ShowHideRuleRunner.java:19 au.com.cgu.drex.service.flow.visibility.rule.runner.ShowHideRuleStateUpdaterOptimisedNew.updateStatesForRulesOfType(AbstractQuestion:ShowHideRuleType),549,0,27
ShowHideRuleStateUpdaterOptimisedNew.java:20 au.com.cgu.drex.service.flow.visibility.rule.runner.ShowHideRuleStateUpdaterOptimisedNew.addTriggersForEvaluatedRules(List),549,0,28
ShowHideRuleStateUpdaterOptimisedNew.java:46 au.com.cgu.drex.service.flow.visibility.rule.runner.ShowHideRuleStateUpdaterOptimisedNew.addTriggerIfNecessary(ShowHideRule),549,0,29
ShowHideRuleStateUpdaterOptimisedNew.java:56 au.com.cgu.cudosui.sample.clean.service.ui.flow.visibility.rule.runner.CxShowHideRuleRunnerDelegate.onAfterRunningRule(ShowHideRule),549,0,30
CxShowHideRuleRunnerDelegate.java:101 au.com.cgu.cudosui.sample.clean.service.ui.flow.visibility.rule.runner.CxShowHideRuleRunnerDelegate.runAnswerProcessorShowHideDelegateIfNecessary(ShowHideRule),549,0,31
CxShowHideRuleRunnerDelegate.java:110 au.com.cgu.cudosui.sample.clean.service.ui.flow.visibility.rule.runner.answering.AnsweringProcessorShowHideDelegate.process(ShowHideRule),549,0,32
