Call Tree,Time (ms),Own Time (ms),Level
BillingService.java:34 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingDAO.getInstalmentBillingDetails(InstalmentRequestDetails),97,0,62
InstalmentBillingDAO.java:26 au.com.cgu.cudos.drexextensions.integration.ui.flow.common.question.custom.instalments.InstalmentBillingServiceCaller.callRemoteService(InstallmentBillingRequest),97,0,63
InstalmentBillingServiceCaller.java:19 com.sun.proxy.$Proxy145.getInstallmentBilling(InstallmentBillingRequest),97,97,64
MonthlyAndFortnightlyInstalmentRetriever.java:83 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.MonthlyAndFortnightlyInstalmentRetriever.createBaseRequest(Policy),15,0,58
MonthlyAndFortnightlyInstalmentRetriever.java:140 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.instalmentbilling.InstalmentBillingRequestCreator.createRequest(Policy),15,0,59
InstalmentBillingRequestCreator.java:44 org.dozer.DozerBeanMapper.map(Object:Object),15,0,60
DozerBeanMapper.java:118 org.dozer.MappingProcessor.map(Object:Object),15,0,61
MappingProcessor.java:128 org.dozer.MappingProcessor.map(Object:Object:String),15,0,62
MappingProcessor.java:133 org.dozer.MappingProcessor.map(Object:Class:Object:String),15,0,63
MappingProcessor.java:187 org.dozer.MappingProcessor.map(ClassMap:Object:Object:boolean:String),15,0,64
MappingProcessor.java:245 org.dozer.MappingProcessor.mapField(FieldMap:Object:Object),15,0,65
MappingProcessor.java:263 org.dozer.fieldmap.FieldMap.getSrcFieldValue(Object),15,0,66
FieldMap.java:84 org.dozer.propertydescriptor.GetterSetterPropertyDescriptor.getPropertyValue(Object),15,15,67
GetterSetterPropertyDescriptor.java:74,15,15,68
PremiumSummaryPreProcessor.java:154 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.populateWorkflowMapCurrentStatus(PremiumSummary),15,0,53
PremiumSummaryPreProcessor.java:159 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.common.FinaliseWorkflowMapStatusInspector.getWorkflowStatus(WorkflowMap),15,0,54
FinaliseWorkflowMapStatusInspector.java:34 au.com.cgu.drex.model.workflow.WorkflowMap.hasErrors(),15,0,55
WorkflowMap.java:403 au.com.cgu.drex.model.workflow.WorkflowMap.hasQuestionErrors(),15,0,56
WorkflowMap.java:399 au.com.cgu.drex.model.workflow.WorkflowMap.getErrorMessages(),15,0,57
WorkflowMap.java:317 au.com.cgu.drex.model.workflow.WorkflowMap.getErrorMessagesForWorkflow(List:AbstractWorkflow),15,0,58
WorkflowMap.java:334 au.com.cgu.drex.model.workflow.AbstractWorkflow.getErrorMessages(),15,0,59
AbstractWorkflow.java:266 au.com.cgu.drex.model.workflow.AbstractWorkflow.getErrorMessagesForGroup(List:ItemGroup),15,0,60
AbstractWorkflow.java:282 au.com.cgu.drex.model.workflow.group.ItemGroup.getErrorMessages(),15,0,61
ItemGroup.java:278 au.com.cgu.drex.model.workflow.group.ItemGroup.getErrorMessagesForItem(List:AbstractWorkflowItem),15,0,62
ItemGroup.java:285 au.com.cgu.drex.model.workflow.item.AbstractWorkflowItem.getErrorMessages(),15,15,63
AbstractWorkflowItem.java:309,15,15,64
PremiumSummaryPreProcessor.java:130 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryPreProcessor.retrieveWorkflowMapAndPolicy(PremiumSummary),31,0,52
PremiumSummaryPreProcessor.java:196 au.com.cgu.cudosui.sample.clean.service.common.policy.deepcopy.PolicyDeepCopyCreator.create(PolicyDeepCopyOperation),15,0,53
PolicyDeepCopyCreator.java:21 au.com.cgu.drex.service.common.DeepCopyCreatorService.create(Object),15,0,54
DeepCopyCreatorService.java:13 au.com.cgu.drex.model.workflow.DeepCopyCreator.createDeepCopy(Object),15,0,55
DeepCopyCreator.java:30 java.io.ObjectInputStream.readObject(),15,15,56
PremiumSummaryPreProcessor.java:200 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.covers.CoverSubCoverMapper.map(Policy),15,0,53
CoverSubCoverMapper.java:27 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),15,0,54
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,15,55
PremiumSummaryPreProcessor.java:105 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryService.handleRecalculate(PremiumSummary),124,0,50
PremiumSummaryService.java:88 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryService.updateRatingAndPricingDetails(WorkflowMap),109,0,51
PremiumSummaryService.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.policy.consolidation.premium.TotalPremiumRefresher.refresh(WorkflowMap),109,0,52
TotalPremiumRefresher.java:36 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.mapAndConsolidateAll(WorkflowMap),93,0,53
WorkflowMapToPolicyConsolidator.java:37 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.createDestinationPolicyMapEverything(WorkflowMap),93,0,54
WorkflowMapToPolicyConsolidator.java:47 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap),93,0,55
WorkflowMapToPolicyMapper.java:61 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),93,0,56
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),93,0,57
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure1.run(Object[]),93,0,58
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody0(WorkflowMapToPolicyMapper:WorkflowMap:JoinPoint),93,0,59
WorkflowMapToPolicyMapper.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap:MapToPolicyDescriptor),93,0,60
WorkflowMapToPolicyMapper.java:74 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),93,0,61
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),93,0,62
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure3.run(Object[]),93,0,63
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody2(WorkflowMapToPolicyMapper:WorkflowMap:MapToPolicyDescriptor:JoinPoint),93,0,64
WorkflowMapToPolicyMapper.java:74 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.createPolicyStructure(WorkflowMap),31,0,65
WorkflowMapToPolicyMapper.java:97 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.structurecreator.PolicyStructureCreator.create(WorkflowMap),31,0,66
PolicyStructureCreator.java:19 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.structurecreator.iterator.WorkflowMapIterator.iterate(WorkflowMap:Policy),31,0,67
WorkflowMapIterator.java:22 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.structurecreator.iterator.WorkflowIterator.iterate(Workflow:Policy),31,0,68
WorkflowIterator.java:22 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.structurecreator.iterator.GroupIterator.iterate(ItemGroup:Policy),31,0,69
GroupIterator.java:21 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.structurecreator.iterator.ItemIterator.iterate(AbstractWorkflowItem:Policy),31,0,70
ItemIterator.java:21 au.com.cgu.drex.service.flow.persister.question.PersistableQuestionsGetter.get(AbstractWorkflowItem),31,0,71
PersistableQuestionsGetter.java:21 au.com.cgu.drex.service.flow.persister.common.PersistableElementInspector.toBePersisted(RepeatableEntityAware),31,0,72
PersistableElementInspector.java:15 au.com.cgu.drex.model.workflow.question.AbstractQuestion.notToBeDisplayed(),31,0,73
AbstractQuestion.java:168 au.com.cgu.drex.model.workflow.question.AbstractQuestion.toBeDisplayed(),31,31,74
AbstractQuestion.java:162,31,31,75
WorkflowMapToPolicyMapper.java:91 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.populatePolicyRiskDescriptors(Policy:MapToPolicyDescriptor),31,0,65
WorkflowMapToPolicyMapper.java:169 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.PolicyRiskDescriptorPopulator.populate(Policy),31,0,66
PolicyRiskDescriptorPopulator.java:25 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),31,0,67
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),31,31,68
WorkflowMapToPolicyMapper.java:90 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.mapCoverGroupsSubCoverGroups(WorkflowMapAndPolicy:MapToPolicyDescriptor),15,0,65
WorkflowMapToPolicyMapper.java:163 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.locations.covergroups.CoverGroupSubCoverGroupMapper.map(Policy),15,0,66
CoverGroupSubCoverGroupMapper.java:27 au.com.cgu.cudos.covergroup.descriptor.service.CoverGroupDescriptorService$$EnhancerByCGLIB$$98442751.getDescriptorHolder(String:String:String),15,0,67
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,15,68
WorkflowMapToPolicyMapper.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.mapCoversSubcovers(WorkflowMapAndPolicy:MapToPolicyDescriptor),15,0,65
WorkflowMapToPolicyMapper.java:156 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.risks.covers.CoverSubCoverMapper.map(Policy),15,0,66
CoverSubCoverMapper.java:27 au.com.cgu.cudos.risk.descriptor.service.RiskDescriptorService$$EnhancerByCGLIB$$5a5c1337.getDescriptorHolder(String:String:String),15,0,67
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,15,68
TotalPremiumRefresher.java:38 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.AggregatedPolicyRetriever.retrieve(WorkflowMapAndPolicy),15,0,53
AggregatedPolicyRetriever.java:67 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PersistedPolicyHandler.populateWithFinancialsRefreshed(WorkflowMapAndPolicy),15,0,54
PersistedPolicyHandler.java:53 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PersistedPolicyHandler.preparePolicyForFinancialCalculations(Policy:Policy),15,0,55
PersistedPolicyHandler.java:80 au.com.cgu.cudosui.sample.clean.service.common.policy.deepcopy.PolicyDeepCopyCreator.create(PolicyDeepCopyOperation),15,0,56
PolicyDeepCopyCreator.java:21 au.com.cgu.drex.service.common.DeepCopyCreatorService.create(Object),15,0,57
DeepCopyCreatorService.java:13 au.com.cgu.drex.model.workflow.DeepCopyCreator.createDeepCopy(Object),15,0,58
DeepCopyCreator.java:30 java.io.ObjectInputStream.readObject(),15,15,59
PremiumSummaryService.java:89 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.premium.summary.PremiumSummaryService.persistPricingData(WorkflowMap),15,0,51
PremiumSummaryService.java:95 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister$$EnhancerByCGLIB$$8ddbb9ae.persist(Policy:WorkflowMap),15,0,52
<generated> org.springframework.aop.framework.Cglib2AopProxy$DynamicAdvisedInterceptor.intercept(Object:Method:Object[]:MethodProxy),15,0,53
MethodProxy.java:191 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister$$FastClassByCGLIB$$1aaff977.invoke(int:Object:Object[]),15,0,54
<generated> au.com.cgu.cudosui.sample.clean.service.ui.flow.main.nongui.premium.datacollection.PricingDataCollectionPersister.persist(Policy:WorkflowMap),15,0,55
PricingDataCollectionPersister.java:49 au.com.cgu.cudos.persistence.integration.AbstractGenericDao.saveAll(List),15,0,56
AbstractGenericDao.java:56 au.com.cgu.cudos.persistence.integration.AbstractGenericDao.save(Object),15,0,57
AbstractGenericDao.java:51 com.sun.proxy.$Proxy109.persist(Object),15,15,58
CustomItemPreRenderingProcessorRunner.java:28 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.policy.integrity.PolicyIntegrityItemPreProcessor.processItem(AbstractCustomWorkflowItem),62,0,46
PolicyIntegrityItemPreProcessor.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.policy.integrity.PolicyIntegrityItemPreProcessor.processItem(PolicyIntegrityItem),62,0,47
PolicyIntegrityItemPreProcessor.java:24 au.com.cgu.cudosui.sample.clean.service.ui.flow.main.customitem.policy.integrity.PolicyIntegrityItemPreProcessor.handleConsolidationOfWorkflowMap(PolicyIntegrityItem),62,0,48
PolicyIntegrityItemPreProcessor.java:42 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.mapAndConsolidateAllAndUpdateWfmContext(WorkflowMap),62,0,49
WorkflowMapToPolicyConsolidator.java:42 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.consolidate.WorkflowMapToPolicyConsolidator.createDestinationPolicyMapEverything(WorkflowMap),62,0,50
WorkflowMapToPolicyConsolidator.java:47 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap),62,0,51
WorkflowMapToPolicyMapper.java:61 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),62,0,52
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),62,0,53
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure1.run(Object[]),62,0,54
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody0(WorkflowMapToPolicyMapper:WorkflowMap:JoinPoint),62,0,55
WorkflowMapToPolicyMapper.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map(WorkflowMap:MapToPolicyDescriptor),62,0,56
WorkflowMapToPolicyMapper.java:74 au.com.cgu.cudos.logging.aop.aspect.monitor.MonitorLogger.logTime(ProceedingJoinPoint),62,0,57
MonitorLogger.java:33 org.aspectj.runtime.reflect.JoinPointImpl.proceed(),62,0,58
JoinPointImpl.java:149 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper$AjcClosure3.run(Object[]),62,0,59
WorkflowMapToPolicyMapper.java:1 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.map_aroundBody2(WorkflowMapToPolicyMapper:WorkflowMap:MapToPolicyDescriptor:JoinPoint),62,0,60
WorkflowMapToPolicyMapper.java:81 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.WorkflowMapToPolicyMapper.bindSingleDestinationAnswers(WorkflowMapAndPolicy),31,0,61
WorkflowMapToPolicyMapper.java:116 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.SingleDestinationAnswerBinder.bind(WorkflowMapAndPolicy),31,0,62
SingleDestinationAnswerBinder.java:27 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.WorkflowMapBinder.bind(WorkflowMapAndPolicy),31,0,63
WorkflowMapBinder.java:23 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.workflow.WorkflowBinder.bind(Workflow:Policy),31,0,64
WorkflowBinder.java:21 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.group.GroupBinder.bind(ItemGroup:Policy),31,0,65
GroupBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.item.ItemBinder.bind(AbstractWorkflowItem:Policy),31,0,66
ItemBinder.java:20 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindIfNecessary(AbstractQuestion:Policy),31,0,67
QuestionBinder.java:39 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWithOptimisation(AbstractQuestion:Policy),31,0,68
QuestionBinder.java:50 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bindWhenEvaluatingChainsCached(AbstractQuestion:Policy),31,0,69
QuestionBinder.java:62 au.com.cgu.cudosui.sample.clean.service.ui.flow.mapper.drexpolicy.drex.to.policy.policycreator.answerbinder.destination.single.answerer.question.QuestionBinder.bind(AbstractQuestion:Policy:List),31,0,70
